  1    0        8.0713
  1    1        7.2890
  2    1       13.1357
  3    1       14.9498
  4    1       25.9010
  5    1       32.8924
  6    1       41.8638
  7    1       49.1350
  3    2       14.9312
  4    2        2.4249
  5    2       11.3862
  6    2       17.5951
  7    2       26.1010
  8    2       31.5980
  9    2       40.9390
 10    2       48.8090
  4    3       25.3232
  5    3       11.6789
  6    3       14.0868
  7    3       14.9081
  8    3       20.9468
  9    3       24.9540
 10    3       33.0500
 11    3       40.7973
 12    3       50.0960
  6    4       18.3749
  7    4       15.7700
  8    4        4.9417
  9    4       11.3470
 10    4       12.6060
 11    4       20.1741
 12    4       25.0765
 13    4       33.2478
 14    4       39.9540
 15    4       49.7980
 16    4       57.6780
  7    5       27.8683
  8    5       22.9215
  9    5       12.4150
 10    5       12.0500
 11    5        8.6679
 12    5       13.3689
 13    5       16.5622
 14    5       23.6630
 15    5       28.9723
 16    5       37.0817
 17    5       43.7708
 18    5       52.3220
 19    5       59.3640
  8    6       35.0941
  9    6       28.9100
 10    6       15.6980
 11    6       10.6503
 12    6        0.0000
 13    6        3.1250
 14    6        3.0199
 15    6        9.8731
 16    6       13.6941
 17    6       21.0380
 18    6       24.9262
 19    6       32.4207
 20    6       37.5576
 21    6       45.9600
 22    6       53.2810
 10    7       38.8000
 11    7       24.3035
 12    7       17.3381
 13    7        5.3455
 14    7        2.8634
 15    7        0.1014
 16    7        5.6837
 17    7        7.8714
 18    7       13.1145
 19    7       15.8620
 20    7       21.7651
 21    7       25.2510
 22    7       32.0380
 23    7       38.3960
 24    7       47.5430
 12    8       32.0480
 13    8       23.1124
 14    8        8.0070
 15    8        2.8550
 16    8       -4.7370
 17    8       -0.8088
 18    8       -0.7810
 19    8        3.3349
 20    8        3.7975
 21    8        8.0629
 22    8        9.2840
 23    8       14.6120
 24    8       19.0700
 26    8       35.7130
 27    8       44.9540
 28    8       53.8500
 15    9       16.7750
 16    9       10.6803
 17    9        1.9517
 18    9        0.8730
 19    9       -1.4870
 20    9       -0.0170
 21    9       -0.0476
 22    9        2.7930
 23    9        3.3290
 24    9        7.5590
 25    9       11.2720
 26    9       18.2710
 27    9       24.9260
 28    9       33.2260
 29    9       40.2960
 30    9       48.9030
 31    9       56.2890
 16   10       23.9965
 17   10       16.4609
 18   10        5.3172
 19   10        1.7514
 20   10       -7.0419
 21   10       -5.7318
 22   10       -8.0240
 23   10       -5.1540
 24   10       -5.9510
 25   10       -2.1080
 26   10        0.4290
 27   10        7.0690
 28   10       11.2440
 29   10       18.0570
 30   10       23.1020
 31   10       30.8420
 32   10       37.2780
 33   10       45.9970
 34   10       53.1210
 18   11       24.1900
 19   11       12.9268
 20   11        6.8477
 21   11       -2.1840
 22   11       -5.1820
 23   11       -9.5299
 24   11       -8.4180
 25   11       -9.3570
 26   11       -6.8623
 27   11       -5.5170
 28   11       -0.9890
 29   11        2.6650
 30   11        8.3610
 31   11       12.6540
 32   11       19.0640
 33   11       24.8890
 34   11       32.7610
 35   11       39.5820
 36   11       47.9530
 37   11       55.2750
 20   12       17.5703
 21   12       10.9105
 22   12       -0.3960
 23   12       -5.4730
 24   12      -13.9330
 25   12      -13.1920
 26   12      -16.2146
 27   12      -14.5860
 28   12      -15.0180
 29   12      -10.6190
 30   12       -8.9100
 31   12       -3.2170
 32   12       -0.9548
 33   12        4.8940
 34   12        8.8080
 35   12       16.1520
 36   12       21.4240
 37   12       29.2490
 38   12       34.9960
 39   12       43.5680
 40   12       50.2350
 21   13       26.1190
 22   13       18.1830
 23   13        6.7690
 24   13       -0.0560
 25   13       -8.9160
 26   13      -12.2103
 27   13      -17.1960
 28   13      -16.8504
 29   13      -18.2150
 30   13      -15.8720
 31   13      -14.9536
 32   13      -11.0610
 33   13       -8.5290
 34   13       -2.9325
 35   13       -0.1302
 36   13        5.7820
 37   13        9.9463
 38   13       16.0500
 39   13       21.3960
 40   13       29.2950
 41   13       35.7040
 42   13       43.6780
 22   14       32.1640
 23   14       23.7720
 24   14       10.7540
 25   14        3.8240
 26   14       -7.1446
 27   14      -12.3840
 28   14      -21.4928
 29   14      -21.8950
 30   14      -24.4320
 31   14      -22.9490
 32   14      -24.0800
 33   14      -20.4920
 34   14      -19.9568
 35   14      -14.3603
 36   14      -12.4820
 37   14       -6.5800
 38   14       -4.0670
 39   14        1.9280
 40   14        5.4670
 41   14       13.5626
 42   14       18.4340
 43   14       26.6970
 44   14       32.8440
 25   15       18.8720
 26   15       10.9730
 27   15       -0.7170
 28   15       -7.1588
 29   15      -16.9520
 30   15      -20.2006
 31   15      -24.4400
 32   15      -24.3052
 33   15      -26.3370
 34   15      -24.5570
 35   15      -24.8577
 36   15      -20.2510
 37   15      -18.9941
 38   15      -14.7570
 39   15      -12.8730
 40   15       -8.1068
 41   15       -5.2760
 42   15        0.9389
 43   15        5.7650
 44   15       12.1000
 45   15       17.9030
 46   15       25.5040
 26   16       25.9700
 27   16       17.5430
 28   16        4.0730
 29   16       -3.1596
 30   16      -14.0625
 31   16      -19.0440
 32   16      -26.0150
 33   16      -26.5860
 34   16      -29.9310
 35   16      -28.8464
 36   16      -30.6640
 37   16      -26.8964
 38   16      -26.8610
 39   16      -23.1620
 40   16      -22.8666
 41   16      -19.0191
 42   16      -17.6775
 43   16      -11.9652
 44   16       -9.1160
 45   16       -3.2520
 46   16        0.6990
 48   16       13.1990
 49   16       22.0010
 29   17       13.1430
 30   17        4.4430
 31   17       -7.0672
 32   17      -13.3298
 33   17      -21.0034
 34   17      -24.4390
 35   17      -29.0135
 36   17      -29.5219
 37   17      -31.7615
 38   17      -29.7980
 39   17      -29.8000
 40   17      -27.5578
 41   17      -27.3070
 42   17      -24.9130
 43   17      -24.1680
 44   17      -20.2310
 45   17      -18.3620
 46   17      -14.7083
 47   17      -10.5170
 48   17       -4.7040
 49   17        0.2980
 50   17        7.3030
 51   17       13.4970
 30   18       20.0830
